date,store_id,product_id,product_name,category,sub_category,region,city,units_sold,revenue,price_per_unit,discount_percentage,marketing_spend,customer_footfall,conversion_rate,holiday_flag,weekend_flag,competitor_price,stock_available,supply_chain_delay_days,weather_index,economic_index
2021-01-14,STR-036,PRD-0243,FarmFresh Frozen 643,Grocery,Frozen Foods,UAE,Abu Dhabi,67,1388.24,20.72,0.0,0.0,663,0.1011,0,0,19.85,67,0,15.0,0.9306
2020-09-22,STR-044,PRD-0350,SmartEdge Cameras 827,Electronics,Cameras,UAE,Abu Dhabi,4,10242.9,3414.3,25.0,0.0,141,0.0284,0,0,3566.76,67,0,25.6,0.8322
2020-12-24,STR-004,PRD-0262,PureSkin Wellness 238,Beauty,Wellness,Oman,Muscat,20,4364.0,218.2,0.0,0.0,622,0.0322,0,0,248.02,86,0,15.0,0.9208
2021-05-15,STR-034,PRD-0400,ClassicFit Sportswear 412,Fashion,Sportswear,KSA,Dammam,62,24959.8,536.77,25.0,0.0,1804,0.0344,1,1,502.57,89,4,39.8,0.9878
2023-01-11,STR-008,PRD-0005,ProTech Smartphones 880,Electronics,Smartphones,Oman,Sohar,2,672.3,336.15,0.0,0.0,717,0.0028,0,0,366.74,27,0,15.0,1.0711
2024-08-31,STR-001,PRD-0464,OrganicBest Bakery 458,Grocery,Bakery,Oman,Nizwa,45,157.75,3.69,5.0,0.0,666,0.0676,0,1,3.63,45,0,30.5,1.1366
2024-12-08,STR-040,PRD-0118,NestCraft Bedding 170,Home & Living,Bedding,Oman,Salalah,6,302.1,50.35,0.0,0.0,277,0.0217,0,0,48.21,88,0,15.0,1.1475
2021-10-20,STR-002,PRD-0208,EliteHome Decor 136,Home & Living,Decor,KSA,Riyadh,10,4108.58,547.81,25.0,0.0,732,0.0137,0,0,629.31,26,0,16.1,1.0221
2022-03-13,STR-026,PRD-0287,ZenDigital Smartphones 246,Electronics,Smartphones,UAE,Sharjah,10,20397.2,2039.72,0.0,0.0,364,0.0275,0,0,2331.72,72,0,22.9,1.0378
2023-12-10,STR-020,PRD-0143,ActiveEdge Outdoor 891,Sports,Outdoor Gear,KSA,Riyadh,9,4759.56,528.84,0.0,0.0,496,0.0181,0,0,476.73,68,0,15.0,1.1076
2022-07-01,STR-009,PRD-0283,FreshChoice Snacks 936,Grocery,Snacks,UAE,Abu Dhabi,99,2508.66,25.34,0.0,0.0,333,0.2973,0,1,27.46,99,0,38.8,1.0499
2022-09-16,STR-050,PRD-0260,ClassicFit Accessories 541,Fashion,Accessories,UAE,Dubai,22,12611.46,716.56,20.0,0.0,738,0.0298,0,1,699.81,105,0,25.3,1.0583
2023-09-22,STR-031,PRD-0434,RadiantX Fragrance 341,Beauty,Fragrance,Oman,Sohar,23,4534.86,246.46,20.0,0.0,884,0.026,0,1,262.76,42,0,26.7,1.099
2021-12-02,STR-038,PRD-0343,GlowUp Skincare 945,Beauty,Skincare,KSA,Riyadh,18,3091.45,190.83,10.0,0.0,509,0.0354,0,0,183.42,69,0,15.0,1.0268
2023-01-18,STR-025,PRD-0245,HomePlus Storage 123,Home & Living,Storage,Oman,Nizwa,4,2997.24,749.31,0.0,0.0,274,0.0146,0,0,800.85,138,0,15.0,1.0719
2024-03-14,STR-014,PRD-0072,DailyDelight Fresh 220,Grocery,Fresh Produce,Oman,Salalah,80,1094.24,19.54,30.0,131.81,677,0.1182,1,0,17.66,138,5,27.0,1.118
2020-05-05,STR-043,PRD-0268,DailyDelight Frozen 836,Grocery,Frozen Foods,Oman,Salalah,92,445.05,6.45,25.0,131.99,559,0.1646,1,0,6.03,92,0,34.1,0.8191
2024-01-21,STR-044,PRD-0418,PureSkin Fragrance 258,Beauty,Fragrance,UAE,Abu Dhabi,16,3077.12,192.32,0.0,0.0,534,0.03,0,0,186.09,49,0,15.0,1.1122
2022-09-13,STR-022,PRD-0283,FreshChoice Snacks 936,Grocery,Snacks,KSA,Dammam,67,1697.78,25.34,0.0,0.0,229,0.2926,0,0,29.07,108,0,27.2,1.058
2021-02-22,STR-002,PRD-0445,NaturePure Frozen 797,Grocery,Frozen Foods,KSA,Riyadh,59,2188.75,39.05,5.0,0.0,411,0.1436,0,0,37.77,87,0,20.3,0.9489
2021-12-06,STR-022,PRD-0464,OrganicBest Bakery 458,Grocery,Bakery,KSA,Dammam,0,0.0,3.69,0.0,0.0,259,0.0,0,0,3.97,0,0,15.0,1.0272
2021-07-23,STR-046,PRD-0484,OrganicBest Dairy 887,Grocery,Dairy,Oman,Nizwa,102,1594.26,15.63,0.0,0.0,497,0.2052,0,1,14.29,102,1,36.7,1.0123
2020-02-10,STR-041,PRD-0397,GlowUp Personal 820,Beauty,Personal Care,KSA,Mecca,8,2102.32,262.79,0.0,0.0,546,0.0147,0,0,236.29,84,0,15.0,0.9544
2023-01-25,STR-037,PRD-0383,GlowUp Skincare 524,Beauty,Skincare,UAE,Sharjah,20,3615.2,180.76,0.0,0.0,311,0.0643,0,0,189.41,66,0,15.0,1.0727
2024-07-16,STR-041,PRD-0362,SmartEdge Smartphones 379,Electronics,Smartphones,KSA,Mecca,12,6588.71,784.37,30.0,53.12,223,0.0538,0,0,749.86,119,0,35.2,1.1316
2024-05-08,STR-003,PRD-0429,NovaTech Tablets 505,Electronics,Tablets,Qatar,Lusail,5,9998.75,1999.75,0.0,0.0,693,0.0072,0,0,2140.36,73,5,34.6,1.124
2022-06-15,STR-004,PRD-0110,PeakForce Supplements 863,Sports,Supplements,Oman,Muscat,5,88.85,17.77,0.0,0.0,280,0.0179,0,0,19.45,78,0,42.6,1.0481
2023-10-14,STR-040,PRD-0484,OrganicBest Dairy 887,Grocery,Dairy,Oman,Salalah,68,1009.7,15.63,5.0,0.0,973,0.0699,0,1,17.52,68,0,19.0,1.1014
2020-03-30,STR-038,PRD-0447,PowerMax Accessories 708,Sports,Accessories,KSA,Riyadh,4,1396.52,349.13,0.0,0.0,278,0.0144,0,0,394.27,77,0,30.9,0.8158
2021-06-03,STR-009,PRD-0352,GoldenHarvest Snacks 670,Grocery,Snacks,UAE,Abu Dhabi,55,993.96,22.59,20.0,0.0,610,0.0902,0,0,22.15,55,0,39.1,0.9969
2021-02-09,STR-002,PRD-0267,GoldenHarvest Dairy 341,Grocery,Dairy,KSA,Riyadh,42,1170.54,27.87,0.0,285.87,526,0.0798,0,0,30.45,42,0,17.3,0.9428
2024-04-14,STR-003,PRD-0344,TrendWave Footwear 720,Fashion,Footwear,Qatar,Lusail,10,1474.5,147.45,0.0,0.0,402,0.0249,0,0,141.9,97,0,32.1,1.1214
2023-06-01,STR-036,PRD-0472,UrbanStyle Accessories 888,Fashion,Accessories,UAE,Abu Dhabi,38,11475.77,431.42,30.0,0.0,1646,0.0231,1,0,487.76,141,0,44.7,1.0866
2023-06-03,STR-043,PRD-0160,BloomEssence Fragrance 267,Beauty,Fragrance,Oman,Salalah,28,4784.19,213.58,20.0,162.63,1550,0.0181,1,1,185.19,127,0,37.8,1.0868
2023-01-07,STR-039,PRD-0353,TrendWave Men 427,Fashion,Men Clothing,UAE,Abu Dhabi,22,9613.78,436.99,0.0,0.0,611,0.036,0,1,478.66,75,0,15.0,1.0707
2022-11-02,STR-039,PRD-0002,ModernEdge Sportswear 552,Fashion,Sportswear,UAE,Abu Dhabi,14,5961.34,425.81,0.0,0.0,914,0.0153,0,0,435.85,91,0,15.5,1.0635
2022-05-03,STR-043,PRD-0384,EleganceX Women 950,Fashion,Women Clothing,Oman,Salalah,29,5939.26,315.08,35.0,0.0,1171,0.0248,1,0,325.89,41,0,35.8,1.0434
2023-08-25,STR-033,PRD-0140,NovaTech Tablets 234,Electronics,Tablets,UAE,Dubai,7,23598.33,3371.19,0.0,0.0,471,0.0149,0,1,3353.0,105,0,34.0,1.0959
2024-05-27,STR-013,PRD-0096,LivingArt Kitchen 454,Home & Living,Kitchen,KSA,Dammam,11,5595.48,508.68,0.0,199.13,945,0.0116,0,0,450.24,43,0,39.5,1.1261
2022-09-17,STR-040,PRD-0076,GoldenHarvest Beverages 776,Grocery,Beverages,Oman,Salalah,61,1705.56,27.96,0.0,0.0,377,0.1618,0,1,28.65,61,0,26.4,1.0584
2020-01-14,STR-017,PRD-0252,RadiantX Makeup 686,Beauty,Makeup,KSA,Riyadh,6,2381.4,396.9,0.0,0.0,574,0.0105,0,0,387.95,89,0,15.0,0.9514
2024-05-16,STR-011,PRD-0435,PixelMax Headphones 488,Electronics,Headphones,KSA,Jeddah,8,11289.38,2015.96,30.0,0.0,488,0.0164,0,0,2251.56,133,0,36.7,1.1249
2022-08-14,STR-018,PRD-0178,SportElite Accessories 471,Sports,Accessories,UAE,Dubai,11,3059.87,278.17,0.0,0.0,327,0.0336,0,0,312.5,149,0,32.0,1.0547
2021-01-09,STR-034,PRD-0093,ClassicFit Accessories 142,Fashion,Accessories,KSA,Dammam,9,963.45,107.05,0.0,0.0,1048,0.0086,0,1,102.37,72,0,15.0,0.9283
2022-08-10,STR-001,PRD-0429,NovaTech Tablets 505,Electronics,Tablets,Oman,Nizwa,6,11998.5,1999.75,0.0,0.0,335,0.0179,0,0,2188.93,120,0,31.5,1.0543
2023-01-30,STR-024,PRD-0464,OrganicBest Bakery 458,Grocery,Bakery,Qatar,Al Wakrah,0,0.0,3.69,5.0,0.0,389,0.0,0,0,4.06,0,0,15.0,1.0732
2024-03-16,STR-040,PRD-0359,UrbanStyle Sportswear 749,Fashion,Sportswear,Oman,Salalah,66,33923.74,734.28,30.0,0.0,949,0.0695,1,1,750.25,66,0,23.9,1.1182
2023-02-13,STR-041,PRD-0472,UrbanStyle Accessories 888,Fashion,Accessories,KSA,Mecca,27,8736.25,431.42,25.0,0.0,653,0.0413,0,0,482.56,28,0,15.7,1.0748
2022-10-19,STR-037,PRD-0266,DailyDelight Snacks 251,Grocery,Snacks,UAE,Sharjah,83,751.15,9.05,0.0,0.0,235,0.35,0,0,9.13,137,0,15.6,1.0619
2020-12-01,STR-019,PRD-0287,ZenDigital Smartphones 246,Electronics,Smartphones,Oman,Muscat,4,8158.88,2039.72,0.0,0.0,358,0.0112,0,0,1945.27,40,0,15.0,0.9102
2022-08-29,STR-005,PRD-0178,SportElite Accessories 471,Sports,Accessories,UAE,Ajman,21,4089.1,278.17,30.0,0.0,595,0.0353,0,0,316.22,91,0,28.7,1.0564
2024-06-18,STR-040,PRD-0166,FreshChoice Fresh 985,Grocery,Fresh Produce,Oman,Salalah,34,1671.1,49.15,0.0,0.0,307,0.1107,0,0,42.45,133,0,39.6,1.1285
2021-01-06,STR-027,PRD-0089,OrganicBest Frozen 940,Grocery,Frozen Foods,KSA,Riyadh,61,192.88,3.72,15.0,0.0,290,0.2103,0,0,3.87,84,3,15.0,0.9269
2024-08-12,STR-046,PRD-0484,OrganicBest Dairy 887,Grocery,Dairy,Oman,Nizwa,24,375.12,15.63,0.0,0.0,354,0.0678,0,0,14.31,24,0,31.1,1.1346
2020-04-01,STR-029,PRD-0429,NovaTech Tablets 505,Electronics,Tablets,UAE,Sharjah,6,11998.5,1999.75,0.0,0.0,516,0.0116,0,0,1913.58,119,0,31.2,0.816
2024-12-27,STR-008,PRD-0306,TrendWave Kids 952,Fashion,Kids Clothing,Oman,Sohar,27,10785.35,469.95,15.0,0.0,509,0.053,0,1,449.12,39,0,15.0,1.1496
2021-08-24,STR-011,PRD-0496,EleganceX Sportswear 577,Fashion,Sportswear,KSA,Jeddah,11,6906.13,627.83,0.0,0.0,490,0.0224,0,0,562.66,137,0,28.9,1.0158
2024-06-20,STR-042,PRD-0115,DailyDelight Dairy 759,Grocery,Dairy,Oman,Muscat,99,1710.72,17.28,0.0,0.0,886,0.1117,0,0,18.02,99,2,41.9,1.1288
2023-07-03,STR-012,PRD-0318,LivingArt Lighting 388,Home & Living,Lighting,Qatar,Lusail,5,2123.45,424.69,0.0,0.0,398,0.0126,0,0,426.34,67,0,41.9,1.0901
2021-06-19,STR-004,PRD-0263,FreshChoice Bakery 558,Grocery,Bakery,Oman,Muscat,47,94.94,2.02,0.0,0.0,575,0.0817,0,1,2.16,47,0,39.6,1.0045
2023-04-11,STR-007,PRD-0144,EleganceX Accessories 440,Fashion,Accessories,Oman,Nizwa,41,14751.31,423.28,15.0,0.0,1132,0.0362,1,0,397.48,123,0,31.8,1.081
2021-09-27,STR-048,PRD-0075,NovaTech Cameras 504,Electronics,Cameras,UAE,Dubai,2,6726.7,3363.35,0.0,0.0,388,0.0052,0,0,3538.52,93,6,24.9,1.0196
2023-01-01,STR-016,PRD-0026,GoldenHarvest Bakery 673,Grocery,Bakery,UAE,Sharjah,20,431.08,33.16,35.0,0.0,324,0.0617,1,0,28.62,20,0,15.0,1.07
2022-10-30,STR-006,PRD-0352,GoldenHarvest Snacks 670,Grocery,Snacks,Qatar,Lusail,23,519.57,22.59,0.0,0.0,338,0.068,0,0,21.75,23,0,15.7,1.0631
2024-09-17,STR-039,PRD-0461,ClassicFit Footwear 640,Fashion,Footwear,UAE,Abu Dhabi,0,0.0,218.69,0.0,0.0,839,0.0,0,0,227.09,0,0,25.3,1.1385
2024-06-29,STR-036,PRD-0145,VogueWear Men 686,Fashion,Men Clothing,UAE,Abu Dhabi,17,10722.07,630.71,0.0,0.0,347,0.049,0,1,557.81,42,1,43.5,1.1297
2023-05-23,STR-022,PRD-0291,BloomEssence Wellness 185,Beauty,Wellness,KSA,Dammam,33,6457.44,195.68,0.0,0.0,515,0.0641,0,0,193.22,85,0,37.8,1.0856
2020-02-12,STR-046,PRD-0032,ProFit Accessories 864,Sports,Accessories,Oman,Nizwa,10,1606.88,214.25,25.0,0.0,537,0.0186,0,0,182.53,97,0,18.8,0.9546
2024-01-10,STR-013,PRD-0096,LivingArt Kitchen 454,Home & Living,Kitchen,KSA,Dammam,12,5493.74,508.68,10.0,0.0,962,0.0125,0,0,530.46,68,0,15.0,1.111
2020-06-08,STR-025,PRD-0489,UrbanStyle Sportswear 509,Fashion,Sportswear,Oman,Nizwa,3,1725.9,575.3,0.0,0.0,507,0.0059,0,0,545.93,21,0,34.9,0.8223
2021-05-07,STR-021,PRD-0320,SportElite Fitness 750,Sports,Fitness Equipment,Oman,Salalah,20,3396.68,242.62,30.0,0.0,466,0.0429,1,1,220.17,45,0,36.3,0.984
2023-01-28,STR-045,PRD-0200,OrganicBest Snacks 993,Grocery,Snacks,Oman,Nizwa,34,526.32,15.48,0.0,0.0,757,0.0449,0,1,13.61,46,0,15.7,1.073
2024-06-07,STR-002,PRD-0367,RadiantX Wellness 369,Beauty,Wellness,KSA,Riyadh,36,7990.56,221.96,0.0,0.0,745,0.0483,0,1,214.36,36,0,38.0,1.1273
2020-07-30,STR-006,PRD-0163,OrganicBest Bakery 705,Grocery,Bakery,Qatar,Lusail,34,248.54,7.31,0.0,0.0,475,0.0716,0,0,7.0,105,0,41.1,0.8271
2022-12-17,STR-013,PRD-0334,PureSkin Haircare 967,Beauty,Haircare,KSA,Dammam,23,8873.4,385.8,0.0,0.0,359,0.0641,0,1,437.61,123,0,15.0,1.0684
2024-03-28,STR-002,PRD-0389,PixelMax Smart 785,Electronics,Smart Watches,KSA,Riyadh,7,3031.52,509.5,15.0,0.0,1224,0.0057,1,0,550.53,35,0,28.8,1.1196
2023-03-23,STR-040,PRD-0280,BloomEssence Fragrance 359,Beauty,Fragrance,Oman,Salalah,0,0.0,296.54,30.0,0.0,1128,0.0,1,0,279.86,0,0,27.7,1.0789
2022-11-26,STR-043,PRD-0279,PureSkin Haircare 654,Beauty,Haircare,Oman,Salalah,18,4785.66,265.87,0.0,0.0,430,0.0419,0,1,247.8,26,0,15.0,1.0661
2024-03-04,STR-030,PRD-0472,UrbanStyle Accessories 888,Fashion,Accessories,Oman,Sohar,33,14236.86,431.42,0.0,0.0,621,0.0531,0,0,469.86,93,0,17.5,1.1169
2021-05-18,STR-007,PRD-0491,HomePlus Bedding 506,Home & Living,Bedding,Oman,Nizwa,14,14561.96,1040.14,0.0,0.0,520,0.0269,0,0,1182.02,49,0,36.2,0.9892
2024-01-05,STR-048,PRD-0238,PureSkin Makeup 331,Beauty,Makeup,UAE,Dubai,7,1669.64,238.52,0.0,0.0,1020,0.0069,0,1,237.0,111,0,15.0,1.1105
2020-07-05,STR-002,PRD-0054,HomePlus Decor 435,Home & Living,Decor,KSA,Riyadh,7,432.62,72.71,15.0,0.0,871,0.008,1,0,74.17,20,0,38.5,0.8248
2024-05-31,STR-001,PRD-0195,GoldenHarvest Frozen 713,Grocery,Frozen Foods,Oman,Nizwa,28,123.48,4.41,0.0,0.0,371,0.0755,0,1,4.32,28,0,44.0,1.1266
2024-09-05,STR-003,PRD-0085,PixelMax Cameras 629,Electronics,Cameras,Qatar,Lusail,6,17274.24,2879.04,0.0,0.0,648,0.0093,0,0,2521.77,71,0,27.7,1.1372
2024-10-31,STR-016,PRD-0339,ZenDigital Smart 918,Electronics,Smart Watches,UAE,Sharjah,5,6947.25,1389.45,0.0,0.0,299,0.0167,0,0,1394.48,69,0,15.0,1.1433
2023-10-11,STR-043,PRD-0160,BloomEssence Fragrance 267,Beauty,Fragrance,Oman,Salalah,20,4271.6,213.58,0.0,0.0,468,0.0427,0,0,245.55,119,0,19.2,1.101
2020-08-09,STR-018,PRD-0180,EliteHome Decor 886,Home & Living,Decor,UAE,Dubai,4,1668.4,417.1,0.0,0.0,161,0.0248,0,0,396.9,29,0,30.6,0.8281
2023-03-12,STR-007,PRD-0054,HomePlus Decor 435,Home & Living,Decor,Oman,Nizwa,8,465.34,72.71,20.0,0.0,732,0.0109,0,0,78.3,48,0,24.1,1.0777
2022-09-17,STR-045,PRD-0158,CozyNest Storage 188,Home & Living,Storage,Oman,Nizwa,8,7263.2,907.9,0.0,0.0,329,0.0243,0,1,861.28,149,0,26.4,1.0584
2021-12-15,STR-040,PRD-0325,LuxeBeauty Wellness 193,Beauty,Wellness,Oman,Salalah,19,4480.2,235.8,0.0,0.0,304,0.0625,0,0,226.63,86,0,15.0,1.0282
2022-08-20,STR-005,PRD-0244,TrendWave Men 997,Fashion,Men Clothing,UAE,Ajman,9,1531.98,170.22,0.0,0.0,747,0.012,0,1,169.48,94,0,34.0,1.0554
2020-01-20,STR-041,PRD-0036,NaturePure Bakery 272,Grocery,Bakery,KSA,Mecca,57,181.83,3.19,0.0,0.0,391,0.1458,0,0,3.0,57,0,15.0,0.9521
2023-05-12,STR-022,PRD-0472,UrbanStyle Accessories 888,Fashion,Accessories,KSA,Dammam,14,6039.88,431.42,0.0,0.0,412,0.034,0,1,493.23,142,0,38.9,1.0844
2024-10-18,STR-011,PRD-0022,NaturePure Dairy 915,Grocery,Dairy,KSA,Jeddah,90,298.08,4.14,20.0,0.0,588,0.1531,0,1,4.05,135,0,18.6,1.1419
2024-10-23,STR-014,PRD-0357,BloomEssence Fragrance 784,Beauty,Fragrance,Oman,Salalah,14,781.62,55.83,0.0,0.0,397,0.0353,0,0,48.89,130,1,18.4,1.1424
2024-12-15,STR-035,PRD-0181,VelvetCare Makeup 747,Beauty,Makeup,KSA,Mecca,14,1328.92,105.47,10.0,0.0,685,0.0204,0,0,105.13,80,0,15.0,1.1482
2024-06-30,STR-003,PRD-0344,TrendWave Footwear 720,Fashion,Footwear,Qatar,Lusail,23,3391.35,147.45,0.0,0.0,481,0.0478,0,0,152.99,87,0,38.7,1.1298
2022-12-23,STR-004,PRD-0430,VelvetCare Makeup 852,Beauty,Makeup,Oman,Muscat,12,471.42,52.38,25.0,0.0,667,0.018,0,1,57.91,73,0,15.0,1.0691
2024-12-16,STR-001,PRD-0034,FreshChoice Snacks 458,Grocery,Snacks,Oman,Nizwa,110,5063.3,46.03,0.0,0.0,647,0.17,0,0,51.42,114,4,15.0,1.1484
2024-06-27,STR-030,PRD-0075,NovaTech Cameras 504,Electronics,Cameras,Oman,Sohar,8,26906.8,3363.35,0.0,0.0,944,0.0085,0,0,3123.46,102,0,38.7,1.1295
2024-01-21,STR-050,PRD-0455,NovaTech Smartphones 686,Electronics,Smartphones,UAE,Dubai,2,5837.78,3243.21,10.0,0.0,316,0.0063,0,0,2858.87,86,0,15.0,1.1122
2020-08-17,STR-028,PRD-0479,EliteHome Kitchen 816,Home & Living,Kitchen,UAE,Ajman,7,5026.09,957.35,25.0,0.0,464,0.0151,0,0,839.6,133,6,31.0,0.8288
2020-05-07,STR-035,PRD-0177,ClassicFit Kids 259,Fashion,Kids Clothing,KSA,Mecca,13,1560.0,160.0,25.0,0.0,442,0.0294,1,0,179.65,54,0,36.5,0.8193
2022-03-27,STR-025,PRD-0068,OrganicBest Frozen 366,Grocery,Frozen Foods,Oman,Nizwa,45,971.1,21.58,0.0,0.0,564,0.0798,0,0,18.7,84,0,27.0,1.0394
2020-04-06,STR-040,PRD-0386,SportElite Supplements 388,Sports,Supplements,Oman,Salalah,0,0.0,397.12,0.0,439.79,594,0.0,0,0,390.33,0,0,29.6,0.8164
2022-01-25,STR-036,PRD-0054,HomePlus Decor 435,Home & Living,Decor,UAE,Abu Dhabi,14,865.25,72.71,15.0,403.62,308,0.0455,0,0,70.83,54,0,15.4,1.0327
2023-07-21,STR-014,PRD-0477,VogueWear Accessories 963,Fashion,Accessories,Oman,Salalah,15,3186.75,212.45,0.0,0.0,286,0.0524,0,1,222.69,134,0,41.4,1.0921
2024-06-17,STR-040,PRD-0132,FlexZone Supplements 885,Sports,Supplements,Oman,Salalah,0,0.0,163.39,20.0,0.0,296,0.0,0,0,180.75,0,0,40.7,1.1284
2024-06-18,STR-003,PRD-0101,PowerMax Supplements 305,Sports,Supplements,Qatar,Lusail,7,878.36,156.85,20.0,0.0,631,0.0111,0,0,150.66,130,0,39.6,1.1285
2022-10-31,STR-037,PRD-0420,PowerMax Sportswear 382,Sports,Sportswear,UAE,Sharjah,8,1396.72,174.59,0.0,0.0,628,0.0127,0,0,175.09,123,0,16.4,1.0633
2021-08-13,STR-031,PRD-0098,ProTech Smartphones 101,Electronics,Smartphones,Oman,Sohar,6,9447.04,1852.36,15.0,0.0,249,0.0241,0,1,1939.07,64,0,31.0,1.0146
2020-05-19,STR-047,PRD-0356,EleganceX Accessories 911,Fashion,Accessories,KSA,Riyadh,20,938.23,55.19,15.0,0.0,306,0.0654,1,0,54.46,55,0,40.3,0.8204
2023-02-12,STR-025,PRD-0252,RadiantX Makeup 686,Beauty,Makeup,Oman,Nizwa,17,6747.3,396.9,0.0,167.56,456,0.0373,0,0,453.31,33,0,15.5,1.0746
2023-06-22,STR-025,PRD-0335,GoldenHarvest Frozen 865,Grocery,Frozen Foods,Oman,Nizwa,59,1801.27,30.53,0.0,0.0,476,0.1239,0,0,30.17,133,0,40.6,1.0889
2021-09-09,STR-014,PRD-0186,LivingArt Bedding 212,Home & Living,Bedding,Oman,Salalah,4,3658.94,1143.42,20.0,0.0,594,0.0067,0,0,1002.25,75,0,25.3,1.0176
2020-07-17,STR-043,PRD-0387,NestCraft Kitchen 245,Home & Living,Kitchen,Oman,Salalah,5,1429.75,285.95,0.0,159.87,246,0.0203,0,1,278.86,88,0,37.4,0.8259
2023-02-23,STR-048,PRD-0250,EleganceX Men 258,Fashion,Men Clothing,UAE,Dubai,13,4554.29,350.33,0.0,0.0,327,0.0398,0,0,379.62,53,0,19.8,1.0758
2020-11-20,STR-027,PRD-0456,FreshChoice Beverages 321,Grocery,Beverages,KSA,Riyadh,100,3703.0,37.03,0.0,0.0,616,0.1623,0,1,40.67,102,0,15.0,0.9051
2021-05-13,STR-001,PRD-0453,LivingArt Bedding 766,Home & Living,Bedding,Oman,Nizwa,18,11175.41,776.07,20.0,0.0,1782,0.0101,1,0,834.96,46,0,34.2,0.9868
2024-09-02,STR-015,PRD-0295,GlowUp Wellness 472,Beauty,Wellness,KSA,Dammam,6,1049.22,174.87,0.0,179.02,859,0.007,0,0,153.6,14,0,32.6,1.1369
2023-12-27,STR-021,PRD-0064,RadiantX Wellness 630,Beauty,Wellness,Oman,Salalah,12,1977.72,164.81,0.0,0.0,939,0.0128,0,0,178.07,27,0,15.0,1.1095
2020-03-24,STR-020,PRD-0060,SmartEdge Smartphones 708,Electronics,Smartphones,KSA,Riyadh,5,1245.9,249.18,0.0,84.64,213,0.0235,0,0,248.41,35,0,23.8,0.8152
2022-11-01,STR-041,PRD-0186,LivingArt Bedding 212,Home & Living,Bedding,KSA,Mecca,0,0.0,1143.42,20.0,0.0,854,0.0,0,0,1037.07,0,0,15.0,1.0634
2023-12-10,STR-032,PRD-0096,LivingArt Kitchen 454,Home & Living,Kitchen,Qatar,Al Khor,0,0.0,508.68,0.0,0.0,909,0.0,0,0,501.67,0,0,15.0,1.1076
2022-10-17,STR-044,PRD-0350,SmartEdge Cameras 827,Electronics,Cameras,UAE,Abu Dhabi,8,20485.8,3414.3,25.0,0.0,208,0.0385,0,0,3727.26,112,0,15.8,1.0617
2020-09-10,STR-015,PRD-0014,BloomEssence Personal 676,Beauty,Personal Care,KSA,Dammam,11,155.98,14.18,0.0,0.0,732,0.015,0,0,13.48,108,0,25.3,0.8311
2021-02-23,STR-030,PRD-0061,LivingArt Decor 729,Home & Living,Decor,Oman,Sohar,6,4865.16,810.86,0.0,143.2,602,0.01,0,0,749.69,92,0,18.2,0.9494
2022-12-13,STR-046,PRD-0118,NestCraft Bedding 170,Home & Living,Bedding,Oman,Nizwa,2,75.53,50.35,25.0,0.0,306,0.0065,0,0,49.81,26,0,15.0,1.068
2021-04-19,STR-023,PRD-0412,NestCraft Bedding 232,Home & Living,Bedding,Qatar,Al Khor,4,1084.83,339.01,20.0,0.0,559,0.0072,1,0,310.62,28,0,32.5,0.9754
2023-09-05,STR-032,PRD-0468,SportElite Accessories 145,Sports,Accessories,Qatar,Al Khor,7,3657.08,522.44,0.0,98.94,623,0.0112,0,0,514.09,39,0,31.4,1.0971
2022-02-13,STR-005,PRD-0133,EleganceX Footwear 266,Fashion,Footwear,UAE,Ajman,12,3948.12,329.01,0.0,0.0,823,0.0146,0,0,363.52,82,2,15.6,1.0348
2022-07-06,STR-043,PRD-0314,FarmFresh Beverages 669,Grocery,Beverages,Oman,Salalah,85,3950.8,46.48,0.0,0.0,359,0.2368,0,0,46.94,122,0,40.1,1.0504
2020-04-05,STR-036,PRD-0269,NovaTech Tablets 590,Electronics,Tablets,UAE,Abu Dhabi,2,2024.92,1012.46,0.0,0.0,468,0.0043,0,0,1082.92,40,0,31.1,0.8163
2022-12-10,STR-031,PRD-0020,UrbanSpace Bedding 779,Home & Living,Bedding,Oman,Sohar,13,6877.39,529.03,0.0,0.0,978,0.0133,0,1,552.95,124,0,15.0,1.0676
2021-01-26,STR-019,PRD-0287,ZenDigital Smartphones 246,Electronics,Smartphones,Oman,Muscat,1,2039.72,2039.72,0.0,0.0,364,0.0027,0,0,2302.66,122,0,15.0,0.9362
2021-12-30,STR-003,PRD-0242,GlowUp Haircare 854,Beauty,Haircare,Qatar,Lusail,20,1279.0,63.95,0.0,0.0,850,0.0235,0,0,61.8,142,0,15.0,1.0298
2022-07-26,STR-019,PRD-0080,VelvetCare Personal 687,Beauty,Personal Care,Oman,Muscat,21,2262.67,126.76,15.0,0.0,486,0.0432,0,0,126.91,72,5,34.1,1.0526
2022-06-13,STR-017,PRD-0198,RadiantX Personal 290,Beauty,Personal Care,KSA,Riyadh,49,13607.79,370.28,25.0,0.0,395,0.1241,1,0,369.63,49,0,36.1,1.0479
2022-01-25,STR-024,PRD-0472,UrbanStyle Accessories 888,Fashion,Accessories,Qatar,Al Wakrah,7,3019.94,431.42,0.0,0.0,696,0.0101,0,0,394.56,93,0,15.4,1.0327
2023-12-03,STR-047,PRD-0117,PureSkin Fragrance 563,Beauty,Fragrance,KSA,Riyadh,35,4685.8,133.88,0.0,0.0,208,0.1683,0,0,146.77,104,0,15.0,1.1068
